StratumID,ClassLabelID,StateClassID,Description
10430_5,C,Late1:CLS,"Late to old-growth forests. Tree DBH , generally >76cm for larger species. C onifers have a height difference from Class B. This class can maintain in a late closed condition. During this stage, these stands consist of primarily two differing structures. One is an open Douglas-fir canopy over a more continuous lower stratum of tanoak, Pacific madrone, and other hardwoods. The other is essentially an uneven-age Douglas - fir and tanoak forest , with both species -- and perhaps other hardwoods -- reproducing in various-size gaps at different times and forming an irregular canopy of varying age and species composition."
10431_2_3_6_7,A,Early1:ALL,"Scattered Douglas-fir and pine seedlings with thickets of madrone, canyon live oak , and tanoak. Sprouting shrubs such as dwarf Oregongrape and salal may be significant. Shrub growth from seed banks, such as deer brush ( Ceanothus integerrimus ), can also be high.  Due to the resprouting hardwoods, the canopy quickly closes (or nearly so) after fires. Chaparral conditions can exist for significant periods of time if resprouting hardwoods occupy the site before conifers re-establish."
10431_2_3_6_7,B,Mid1:CLS,More dense Douglas-fir  and hardwoods.
10431_2_3_6_7,C,Mid1:OPN,Pole - size conifers and hardwoods.
10431_2_3_6_7,D,Late1:OPN,"Scattered pine and Douglas-fir with understory of Pacific madrone, canyon live oak , and tanoak."
10431_2_3_6_7,E,Late1:CLS,"Douglas-fir and pine species with relatively large canyon live oak, Pacific madrone , and tanoak."
10432_2_3,A,Early1:ALL,"Early seral dominated by resprouting tanoak. Conifers reseeding in gradually. Sprouting shrubs such as dwarf Oregongrape , salal , evergreen huckleberry , and rhododendron may be significant.  Beargrass ( Xerophyllum  tenax ) and hairy manzanita ( Arctostaphylos  columbiana ) commonly occupy early - seral sites . Chaparral conditions can exist for significant periods of time if resprouting hardwoods occupy the site before conifers re-establish."
10432_2_3,B,Mid1:CLS,"With less frequent fire or lower intensity fire, closed conditions occur. Doug las-fir gradually assum es dominance as age increases."
10432_2_3,C,Mid1:OPN,"Open conditions maintained by mixed - severity fire. Doug las-fir gradually assum es dominance as age increases. Patches of dominant tanoak are present and can eventually form a dense sub-canopy below the firs . Other hardwoods include California laurel (UMCA), Pacific madrone (ARME), and chinquapin (CACH6) ."
10432_2_3,D,Late1:OPN,"Open conditions maintained by mixed - severity fire. Douglas-fir is dominant. Hardwoods often reach tree form . Patches of dominant tanoak are present and can form a dense sub-canopy below the firs . Other hardwoods include California laurel (UMCA ), Pacific madrone (ARME), and chinquapin (CACH6) ."
10432_2_3,E,Late1:CLS,"With less - frequent fire or lower intensity fire, closed conditions occur. Douglas-fir is dominant. Hardwoods often reach tree form."
10440_3_6_7,A,Early1:ALL,"The first few years following stand-replacing wildfire are characterized by bare ground, herbs, shrubs, and varying densities of tree seedlings (presumably dependent on seed sources). Dominant species include coniferous tree seedlings, resprouting grasses and shrubs, and invading herbs. Shrubs include Sierra gooseberry and alpine prickly current. Herbs include Aster breweri ,  Pedicularis  semibarbata ,  Hieracium  albiflorum ,  Arabis  platysperma , Erigeron perigrinus ,  Carex  rossii ,  Luzula  comosa , and  Poa  bolanderi . A n alternate succession to a de layed type is represented by a transition to Class C."
10440_3_6_7,B,Mid1:CLS,"This class represents rapid regeneration by lodgepole pine, with additional conifers coming in , including hemlock, red fir, and western white pine. Shrubs include Sierra gooseberry and alpine prickly current. Herbs include Aster breweri ,  Pedicularis  semibarbata ,  Hieracium  albiflorum ,  Arabis  platysperma , Erigeron perigrinus ,  Carex  rossii ,  Luzula  comosa , and  Poa  bolanderi ."
10440_3_6_7,C,Mid1:OPN,"This class represents delayed tree regeneration and long-term domination by shrubs and herbs.  Shrubs include Sierra gooseberry and alpine prickly current. Herbs include Aster breweri ,  Pedicularis  semibarbata ,  Hieracium  albiflorum ,  Arabis  platysperma , Erigeron perigrinus ,  Carex  rossii ,  Luzula  comosa , and  Poa  bolanderi . Trees are represented by seedlings and saplings of mountain hemlock, lodgepole pine , and other species."
10440_3_6_7,D,Late1:OPN,"This class represents late-successional stands with large individuals (>20in in DBH) of mountain hemlock and other species, with open - stand structure maintained by mixed - severity fire and insect - caused tree mortality. In absence of fire or insect mortality , natural succession to Class E occurs . Shrubs include Sierra gooseberry and alpine prickly current. Herbs include Aster breweri ,  Pedicularis  semibarbata ,  Hieracium  albiflorum ,  Arabis  platysperma , Erigeron perigrinus ,  Carex  rossii ,  Luzula  comosa , and  Poa  bolanderi . I nsect/disease out breaks focus on the older trees."
10440_3_6_7,E,Late1:CLS,"This class represents late-successional stands with large individuals (>20 in in DBH) of mountain hemlock and other species, advanced regeneration of mountain hemlock and other shade - tolerant species, and typical understory species. Shrubs include Sierra gooseberry and alpine prickly current. Herbs include Aster breweri ,  Pedicularis  semibarbata ,  Hieracium  albiflorum ,  Arabis  platysperma , Erigeron perigrinus ,  Carex  rossii ,  Luzula  comosa , and  Poa  bolanderi . I nsect/disease can kill older trees."
10450_1_7_8_9,A,Early1:ALL,"Open stand of ponderosa pine and other tree seedlings mixed with grasses and shrubs. Early seral dominant species include ceanothus , scouler willow, Bromus, some sedges and grasses. We use d Comp/Maintenance to hold a portion of this class back in an extended shrub-dominated stage. Typical structure for this class could include: herbs 0-1m tall, 0-50% cover; shrubs 0-1m tall, 0-50% cover; trees 0-8m tall, 0-40% cover. Height-d iameter regressions built from USFS Region 6 inventory data (CVS plots) indicate that trees transition into Class B or C at about 8m (22-26 ft ) tall."
10450_1_7_8_9,B,Mid1:CLS,"Closed stands of 5 -20in DBH early seral tree species. Forests in this type rarely exceed 80% canopy closure even in closed, dense conditions.  Typical structure for this class could include: trees 8-26m tall (local estimate based on height- diameter regressions)."
10450_1_7_8_9,C,Mid1:OPN,"Open stands of 5 -20in DBH early seral tree species. Dominant understory plants include elk sedge, pinegrass, common snowberry, rose, mountain mahogany (wetter), heartleaf arnica , and lupines. This class has low probability of replacement fire due to discontinuous fuel in these open stands. Typical structure for this class could include: trees 8-26m tall (local estimate based on height- diameter regressions)."
10450_1_7_8_9,D,Late1:OPN,"Open stands of 20 +"" DBH early seral tree species.  Dominant understory plants include elk sedge, pinegrass, common snowberry, rose, mountain mahogany (wetter), heartleaf arnica, and lupines.  Typical structure for this class could include: trees 26-55m tall (local estimate based on height- diameter regressions). Tree height greater than 55m likely indicates the mesic mixed - conifer forest."
10450_1_7_8_9,E,Late1:CLS,"Closed stands of 20 +"" DBH early seral tree species.  Forests in this BpS rarely exceed 80% canopy closure even in closed, dense conditions. This class has relatively high probability  of replacement fires, due to the dense understory .  Typical structure for this class could include: trees 26-55m tall (local estimate based o n height- diameter regressions) . Tree height > 55m likely indicates the mesic mixed - conifer forest."
10450_21,A,Early1:ALL,"Openings of grass and forbs that are created by infrequent, stand replacement fire. Seedlings and saplings of ponderosa pine, Douglas-fir and lodgepole pine may be present; on the drier end ponderosa pine will be dominant. Following very severe replacement fires, this class may be dominated by lodgepole pine.  Some sites exhibit resprouting shrubs ( Physocarpus  malvaceus ) as the dominant lifeform. Other sites may be dominated by pine grass ( Calamagrostis  rubescens ). Additional dominant species (low in the canopy) will include ninebark (PHMA5; Physocarpus  malvaceus ) and ceanothus (CESA; Ceanothus sanguineus ). Spiraea may also be present. Elk sedge, tussock grass, Idaho fescue and pine grass are also present."
10450_21,B,Mid1:CLS,Pole and medium sized Douglas-fir and ponderosa pine.
10450_21,C,Mid1:OPN,Pole and medium sized ponderosa pine or Douglas-fir are the dominant trees. Additional dominant species (low in the canopy) will include ninebark (PHMA5; Physocarpus  malvaceus ) and ceanothus (CESA; Ceanothus sanguineus ). Spiraea may also be present in the shrub layer. Elk sedge and pinegrass are also major components of the understory.
10450_21,D,Late1:OPN,"Large and very large sized ponderosa pine and Douglas-fir are the dominant trees. Structure may be patchy depending on fire severities in previous class. Ceanothus will be decreasing and willow, spiraea , ninebark, elk sedge and pine grass will still be present."
10450_21,E,Late1:CLS,"Large and very large diameter ponderosa pine and Douglas-fir. Ninebark and spiraea will be present, but ceanothus will be absent. Some pinegrass and elk sedge will be present."
10451_10_19,A,Early1:ALL,"Openings of grass and forbs that are created by infrequent, stand - replacement fire. Some sites exhibit resprouting shrubs ( Physocarpus malvaceus ) as the dominant lifeform. Other sites may be dominated by graminoids such as pinegrass ( Calamagrostis rubescens ). Seedlings and saplings of ponderosa pine, western larch, Douglas-fir , and lodgepole pine may be present; grand fir would be rare in the early succession stage. On the moist end of the BpS's range, western larch will be dominant; on the drier end ,  ponderosa pine will be dominant. Following very severe replacement fires, this class may be dominated by lodgepole pine on the moist end of the BpS's range. Additional dominant species (low in the canopy) may  include ninebark (PHMA5; Physocarpus malvaceus ) , ceanothus (CESA; Ceanothus sanguineus ) , and  s piraea. Elk sedge and pinegrass may also be present."
10451_10_19,B,Mid1:CLS,Pole - and medium - sized Douglas-fir and ponderosa pine. Larch regeneration will decrease due to shade intolerance. Grand fir as a minor component will remain or increase due to shade tolerance.
10451_10_19,C,Mid1:OPN,"Pole - and medium - sized ponderosa pine or Douglas-fir are the dominant trees. Western larch may also be present on the moist end of the BpS's range. Additional dominant species (low in the canopy) may  include ninebark (PHMA5; Physocarpus malvaceus ), ceanothus (CESA; Ceanothus sanguineus), and spiraea. Elk sedge and pinegrass may also be present."
10451_10_19,D,Late1:OPN,"Large - and very large - sized ponderosa pine and Douglas-fir are the dominant trees. Western larch (on the moist end of the BpS's range) and grand fir may also be present in small proportions. Structure may be patchy depending on fire severities in previous class. Ceanothus will be decreasing , and willow, white spirea, mallow ninebark, elk sedge , and pinegrass will still be present."
10451_10_19,E,Late1:CLS,"Large - and very large - diameter ponderosa pine, Douglas-fir, grand fir , and western larch (on the moist end of the BpS's range). Mallow n inebark and white spirea will be present, but ceanothus will be absent. Some pinegrass and elk sedge will be present."
10451_20,A,Early1:ALL,"Openings of shrubs, grass , and forbs are created by infrequent, stand - replacement fire. Some sites exhibit resprouting shrubs such as chokecherry as the dominant lifeform. Other sites may be dominated by grasses or sedges. Cool sites may include scattered deciduous trees in the canopy (birch and aspen). Seedlings and saplings are PSME and PIPO. Resprouting shrubs such as common snowberry, chokecherry, rose, white spirea , and mallow ninebark are dominant in the understory. Dominant forbs and gra minoids may include arnica, western yarrow, pinegrass , and sedges. Depending on site, additional understory shrub species may include Saskatoon  serviceberry, skunkbush sumac, russet buffaloberry , and Ribes spp. Drought may result in conifer seedling mortality ."
10451_20,B,Mid1:CLS,"Pole - to medium - sized PIPO, with sapling to pole-sized PSME. Also contains medium - sized PIPO with some large, pole - to medium - sized PSME. Understory initially has abundant herbaceous/shrub cover , which decreases without disturbance. R egeneration contributes to ladder fuel ,  increasing the likelihood of stand - replacing fire in this class."
10451_20,C,Mid1:OPN,"This is a stage maintained by fires and disturbances.  Medium - sized PIPO with some large, pole - to medium - sized PSME. Also contains pole - to medium - sized PIPO and sapling to pole-sized PSME. After a period , regen eration contributes to ladder fuels so that stand - replacing fire is more likely in this class. Regen eration is developing in openings."
10451_20,D,Late1:OPN,"Fire - resistant stands of large PIPO and PSME. Surface fires, mixed fires, and insects/pathogens will maintain the open condition."
10451_20,E,Late1:CLS,Dense canopy cover of large PIPO and PSME.
10452_10_19,A,Early1:ALL,"Young larch and lodgepole establish . In some areas , Douglas-fir may dominate following mixed - severity fire, and i n some cases, lodgepole pine may dominate following stand - replacement fire and may persist for 60-100yrs before western larch begins to dominate. Recent observations of this succession stage in the White Mountain 1988 fire area in the Colville National Forest show Alnus sinuata , Salix scouleriana , and western larch dominating upper layers at higher elevations; at lower elevations , lodgepole pine and Salix scouleriana dominate. Abies lasiocarpa and Picea engelmannii are present at low cover values in the lower canopy at all elevations (Colville National Forest ecology data)."
10452_10_19,B,Mid1:CLS,"Larch, lodgepole , and Douglas-fir (poles to medium trees) continue to dominate. Without disturbance, Douglas-fir can increase in understory. Subalpine fir may be present. Canopy cover rarely exceeds 60%."
10452_10_19,C,Mid1:OPN,"Larch, with some Douglas-fir, lodgepole , and subalpine fir. Open condition is created by disturbance (fire, insect , or disease), which opens up more closed conditions (i .,e., Class B or Class E)."
10452_10_19,D,Late1:OPN,"Large larch and Douglas-fir, favored by disturbance. Subalpine fir, grand fir , and lodgepole pine will be reduced or eliminated by fire, insect, or disease."
10452_10_19,E,Late1:CLS,Large - diameter larch and Douglas-fir dominate overstory ; subalpine fir and grand fir are present in the middle and understory. Lodgepole pine will be largely absent. Canopy cover will rarely exceed 60%.
10453_10_19,A,Early1:ALL,"Post stand-replacing fire . This class is initially dominated by resprouting forbs and shrubs and transitions to seedling - and sapling-dominated. Grand fir is a common early - seral dominant w ith Douglas-fir after fire (0â€“ 15yrs post-fire; Kemp 2016 )  L arch , lodgepole , and  ponderosa pine may also be present. Residual, large western larch often survive all but the most severe fire to serve as seed sources."
10453_10_19,B,Mid1:CLS,"Pole and immature forest (or mature lodgepole). Lodgepole pine is the most common dominant. Douglas-fir and western larch are secondary dominants. Larch may be reduced by grand fir competition, in the absence of fire."
10453_10_19,C,Mid1:OPN,"Pole and immature forest (or mature lodgepole) usually created by mixed fire, root disease activity, or mountain pine beetle activity in mixed conifer stands."
10453_10_19,D,Late1:OPN,"Mature forest . These are usually the result of mixed - severity fire, leaving an overstory of larch, Douglas fir, with some residual grand fir or ponderosa pine and lodgepole. They may also occur as a result of insect or pathogen activity removing a Douglas fir, lodgepole , or grand fir understory."
10453_10_19,E,Late1:CLS,"Mature forest . These are usually the result of uninterrupted succession in areas of low root disease occurrence , fire refugia, or in areas of larch dominance."
10454_20,A,Early1:ALL,"Openings of grass and forbs are created by infrequent, stand replacement fire. Seedlings and saplings are dominated by PICO.  Some sites exhibit resprouting shrubs like snowberry as the dominant lifeform. Other sites may be dominated by graminoids such as pine grass ( Calamagrostis  rubescens ). Resprouting shrubs such as snowberry, Oregon-grape, ninebark and whortleberry are dominant in the understory. Dominant forbs and grasses may include arnica, pinegrass and elk sedge."
10454_20,B,Mid1:CLS,Sapling to pole sized lodgepole pine. The un derstory is usually depauperate .
10454_20,C,Mid1:OPN,This is a disturbance-caused mid-development open canopy stage. It is thought that the open classes (C and D) might comprise approximately 10-15% of the landscape each.
10454_20,D,Late1:OPN,It is thought that the open classes (C and D) might comprise approximately 10-15% of the landscape each.
10454_20,E,Late1:CLS,T his system will be small diameter lodgepole pine dominated in a closed canopy condition. The lodgepole pine component is becoming decadent and breaking up with Douglas-fir as a major understory component and minor ponderosa pine coming in as another understory component on warm sites.
10460_1_7_9,A,Early1:ALL,"Resprouting shrubs and herbs dominate (canopy height is usually < 1m but may reach up to 2m). Tree seedlings and saplings (<10cm in DBH ;  whitebark pine, subalpine fire, and lodgepole pine) are often present at low cover. Scattered old whitebark pine (>30cm in DBH) are sometimes present. Scattered , old whitebark trees may overtop the herbs and shrubs that dominate."
10460_1_7_9,B,Late2:CLS,"Whitebark pine and subalpine fir are present in the overstory , with DBH  > 30cm. Some of the pines have ages of > 100yrs (often much older), whe reas the co-dominant firs are younger ( sometimes <100yrs ) . Understory trees (<30cm in DBH) are mostly subalpine fir."
10460_1_7_9,C,Late1:OPN,"Multi-age whitebark pine occurs with the overstory containing some trees > 100yrs old (often much older) and DBH >30cm. Tree seedlings and saplings (<10cm in DBH) are subalpine fir and whitebark pine, with the former predominant. Tree seedlings increase with time - since - fire. The understory is low shrubs and herbs."
10460_10_19_20,A,Early1:ALL,"Early succession after moderately long to long interval replacement fires , and highly variable mixed - severity fire interval s. On more productive sites , trees can establish immediately after fire. Whitebark pine, limber pine , and subalpine larch are typically early pioneers. Lodgepole pine may be present. Trees establish as clumps or scattered individuals. Higher elevation sites are dominated by herbaceous species. This class encompasses the extended shrub-herb-shrub-grass-forb stage defined by Keane (2001) to represent the possibility of delayed conifer regeneration for 10-50yrs following high-severity fires at upper elevations. The severity of the fire and the site conditions dictate the duration of this stage. Vaccinium  scoparium and Luzula hitchcockii are indicators."
10460_10_19_20,B,Mid1:CLS,"Stands dominated by small  diameter , with a mix of shade - tolerant and - intolerant species. High elevation or harsh sites may exhibit krummholz growth form s . Whitebark pine and subalpine larch are typically early pioneers on harsh sites."
10460_10_19_20,C,Mid1:OPN,"Stands dominated by small  diameter , with a mix of shade - tolerant and - intolerant species. High elevation or harsh sites may exhibit krummholz growth form s . Whitebark pine (especially on souther n aspects) and subalpine larch (especially on norther n aspects) are typically early pioneers on harsh sites. Limber pine may also occur on these sites."
10460_10_19_20,D,Late1:OPN,"Mid - to large - diameter mixed - conifer species in small to moderate size patches generally on souther n aspects. Open canopy conditions occur on sites where soil is less developed or on wind-exposed, south-facing aspects. Whitebark pine (especially on souther n aspects) and subalpine larch (especially on norther n aspects) typically dominate."
10460_10_19_20,E,Late1:CLS,"Mid - to larger diameter mixed - conifer species in small to moderate patches. Subalpine fir is likely to encroach upon these sites. As elevation increases and high snowpack becomes limiting, stands are often only composed of subalpine fir; the snow is too deep for whitebark pine ."
10460_18,A,Early3:OPN,"Herbaceous and shrub species dominate this class. Conifer seedlings are generally present and at variable densities in the understory. Occasionally, a lack of conifer seed source ma y maintain this condition . R eplacement fire occurs typically from adjacent forest ignitions."
10460_18,B,Mid3:OPN,Saplings and pole-sized conifers at varying densities in tree patches and krummolz . Tree patch growth form generally conical.
10460_18,C,Late3:OPN,Open parkland with tree patches dominated by medium-large diameter trees (9-21in+ DBH). Tree patch growth form generally cylindrical with large rounded tree canopies. Abies  lasiocarpa saplings present in the understory of tree patches.
10460_18,D,Late3:CLS,Abies  lasiocarpa dominates as Pinus albicalus and Picea  engelmanii die due to old age and competition induced stress. Increased canopy closure results in a transition from parkland to woodland.
10460_21,A,Early1:ALL,"Early succession after moderately long to long interval replacement fires, and highly variable interval mixed severity fires. Whitebark pine, Engelmann spruce and rarely lodgepole pine will typically be early pioneers. Higher elevation sites will be dominated by herbaceous species. In some areas in MZ21, PIEN and PIAL may colonize a site in close temporal proximity. It is possible that some areas are characterized by spruce first colonizing a site with whitebark coming in soon thereafter. PIFL2, although an indicator in other mapzones , might be rare in MZ21. As an anomaly, in Yellowstone National Park a whitebark pine site is regenerating post-fire entirely by Engelmann spruce. This class will transition to the mid-closed stage, after approximately 50-100yr s, although limited resources may cause this class to persist longer."
10460_21,B,Mid1:CLS,"Stands dominated by small-diameter with a mix of shade tolerant and intolerant species. High elevation or harsh sites may exhibit krummholz growth form. Whitebark pine, Engelmann spruce or lodgepole pine will typically be early pioneers on harsh sites."
10460_21,C,Mid1:OPN,"Stands dominated by small-diameter with a mix of shade tolerant and intolerant species. High elevation or harsh sites may exhibit krummholz growth form. Whitebark pine (especially on southerly aspects) and subalpine larch (especially on northerly aspects) will typically be early pioneers on harsh sites. Limber pine may also occur on these sites. Subalpine larch is uncommon in the Greater Yellowstone Ecosystem. And although limber pine is rare, some PIFL2 individuals were found intermixed in a nearly pure PIAL forest in the Wind River Range, but that has not been seen often in the Greater Yellowstone Ecosystem."
10460_21,D,Late1:OPN,"Mid to large diameter mixed conifer species in small to moderate size patches generally on southerly aspects. Open canopy conditions occur on sites where soil is less developed or on wind-exposed, south-facing aspects. Whitebark pine, subalpine fir, Engelmann spruce and lodgepole pine will typically dominate."
10460_21,E,Late1:CLS,"Mid to larger diameter mixed conifer species in small to moderate size patches generally on southerly aspects. Subalpine fir is likely to be initiating in the understory on these sites. Closed canopy conditions occur on sites that are more protected ( i.e. , northerly aspects) or have better soil development. This class will persist until a disturbance causes a transition."
10470_10_19,A,Early1:ALL,"Post-fire vegetation is shrub dominated , with some seedling and sapling trees present. Establishment of western or paper birch, quaking aspen , or black cottonwood is favored by fires that remove the duff layer (Will iams et al. 1995)."
10470_10_19,B,Mid1:CLS,"Pole - and medium - size trees of mixed  conifer species have overtopped the shrubs and dominate the site. Canopy cover is dense. Western red - cedar and western hemlock may be present in the understory. White pine, western larch, grand fir , and Douglas-fir will be present in the overstory. Subalpine fir or Engelmann spruce may be important seral species on cooler sites (Williams et al. 1995)."
10470_10_19,C,Mid1:OPN,"Open canopy conditions may be a result of topoedaphic conditions or disturbances. Open, patchy stand conditions that favor western larch and white pine. Seedling/sapling western red cedar and western hemlock will be present in the understory."
10470_10_19,D,Late1:OPN,"Open canopy conditions are rare and may be a result of topo - edaphic conditions or disturbances. Western red - cedar and western hemlock will be co - dominant with western white pine, western larch, and grand fir. Seedling/sapling western red - cedar and grand fir will be present in the understory."
10470_10_19,E,Late1:CLS,"Late-development closed conditions are multi-stor y , dense canopies. Understories will tend to be depauperate due to dense overstory. Large woody debris is abundant and is caused by in-stand competition. Root rot will affect Douglas-fir and grand fir in patches."
10470_8_9,A,Early1:ALL,"Shrub communities usually dominate following stand - replacement disturbance. Important species vary by ecoregion. ACGL, CEVE , and PHMA are important in the Blue Mountains . Some sites are limited, or shrub dominated (due to a reburn) , and succeed to C lass C. These shrub fields (CEVE, SASC) may recycle in Class A for extended periods of time."
10470_8_9,B,Mid1:CLS,"This class includes pole -size to small (5-20in) trees . These sites have prolific reproduction and close quickly. Class B is dominated by various mixtures of shade - tolerant and - intolerant conifers. Species vary by ecoregion. PSME and/or ABGR have higher cover than LAOC, PIPO, PIMO , or PICO."
10470_8_9,C,Mid1:OPN,Small amounts of this BpS do not immediately close or are created by disturbance events. Class C is pole- size to small (5- 20in)  trees; shade - intolerant species are dominant. PIPO and LAOC are more important components than PSME and ABGR or ABCO in this class.
10470_8_9,D,Late1:OPN,"Size of this class is large ( > 20in in DBH) , but canopy closure is low and sites may be single - or multi - canopied. PSME, PIPO , and LAOC are more important than ABGR or ABCO in this class. I nsect/di sease, including bark beetles, attack the older trees . There is occasional wind/snow da mage that maintains this class."
10470_8_9,E,Late1:CLS,"Large trees dominate C lass E. Stands typically have multiple canopies. Species composition may be mixed shade - tolerant species or include minor amounts of shade - intolerant pines or larch. Insects, including bark beetles, usually remove the older trees ."
10472_10_19,A,Early1:ALL,"Post-burn sites dominated by forbs, ferns , and shrubs; tree regeneration generally consists of western red  cedar and grand fir seedlings to saplings. Herbaceous layer will be up to 100% cover and may dominate prior to the development of cedar and hemlock saplings."
10472_10_19,B,Mid1:CLS,"Moderate to heavy regeneration of pole - size western red  cedar . Occasional grand fir, western larch , and other species may be present."
10472_10_19,C,Mid1:OPN,"Uncommon mid-open successional class resulting after mixed - severity fire and blowdowns; dominated by western red  cedar with occasional grand fir and western larch. The scale of open classes would be primarily local rather than landscape (i .e., gap-phase openings within stands)."
10472_10_19,D,Late1:OPN,"Uncommon mid-late open successional class resulting after mixed - severity fire, blowdowns , and disease; dominated by western red  cedar with occasional grand fir and western larch. The scale of open classes would be primarily local rather than landscape (i .e., gap-phase openings within stands)."
10472_10_19,E,Late1:CLS,Moderately dense to densely stocked old growth groves dominated by western red  cedar ; generally depauperate understories as a result of heavy shading.
10480_29,A,Early1:ALL,"Aspen and birch shrublands with dense herbaceous cover of a variety of forbs. Class A can generally be expected to have a dense herbaceous layer with a large diversity of forb species. The upper - layer lifeform in this class could be either herbs or trees, but for the model, it is trees. The estimate for this class is approximately 10-15% based on literature (Parrish et al. 1996). Fire exclusion has reduced fire frequency and altered extent of conifers ( McAdams 1995 ; Sheppard and Battaglia 2002 ; Wienk et al. 2004 . ) ."
10480_29,B,Early1:CLS,"Closed-canopy deciduous forest dominated by quaking aspen and paper birch. Birch tends to dominate on north aspects and moist slopes, while aspen will dominate on the remaining sites. It is generally expected that this class would have made up approximately 10-15% of the landscape."
10480_29,C,Mid1:CLS,"Conifers likely begin invading and constitute about 20% of the overstory. This may not be mid-open but could be thought of as more of a mid-development stage (still existing hardwood canopy but it is being encroached upon by conifers, either/both spruce or ponderosa pine). The canopy cover of the conifers only would be 10-25% at this stage , and they are 0-25m in height. This class overlaps in cover/height with C lass E. However, the indicator species for C lass C in the upper - layer lifeform are POTR5 and BEPA still, whereas the indicator species for C lass E in the upper - layer lifeform have transitioned to PIPO and PIGL. They are therefore distinguished by upper - layer species . It is generally expected that the extent of this class would likely be less today based on the hardwood component being less today."
10480_29,D,Mid2:OPN,"In this class, it is expected that conifers continue to expand and would generally constitute about 50% of the tree overstory. This class is generally considered to be a mid-development stage where the hardwoods are being replaced by a more dominant conifer component. The conifers are generally expected to become more mature with a greater portion of the area covered by a larger dominant number of conifers and where more hardwood individuals are becoming decadent or dying. The canopy cover of the conifers is approximately 25-50% cover , and they are 10-25m in height. However, the canopy cover of all of the species combined could be 51-100%. However, so that there isn't overlap with C lass E, this class was modeled with a 21-50% conifer canopy cover. We would expect to see about 30% of this class on the landscape historically."
10480_29,E,Late1:CLS,"Dominated by dense stands of white spruce on north-facing slopes at higher elevations  and pine-dominated stands on lower - elevation level areas and south-facing slopes at higher elevations. Pockets of deciduous trees and shrubs occur throughout. See domina nt species listed and canopy position. Class E loses the hardwood component and is entirely described as a conifer type. It is expected that there is more of this generally closed canopy class for the present day (primarily associated with forest management practices and fire exclusion ). However, current climatic conditions and insect activity are currently ""unraveling"" the ponderosa pine component of the closed late - development class (becoming much more open from ponderosa pine mortality) and may be adjusting the spatial extent back to what may have been expected more during historical conditions for this type. Because of the ongoing ponderosa pine mortality in the Black Hills and in this vegetation type (USDA Forest Service 2006), the proportion of live spruce to ponderosa pine is expected to be increasing. However, as ponderosa pine remnants continue to deteriorate, spruce individuals may also be lost due to their susceptibility to windthrow."
10490_16_22,A,Early1:ALL,"On shallow, rocky sites, seedlings tend to establish in protected areas, such as sheltered spaces in rocky outcrops. On these sites , there is little grass or herb competition. On deeper-soiled sites, there is a significant herbaceous component , and seedlings are established from bird seed caches and seed from limber pine and juniper that were not killed. Other indicator species may include PSSP6, FEID , and PUTR2. Other indicator species might be CEMO2, PIFL, JUSC2 , and spike fescue. This class is initially (during the first 25yrs) dominated by shrub and herbaceous vegetation. Toward end of class , pine and juniper increase. When pine and juniper become dominant, tree canopy cover is 10-20% , and tree height reaches 4-8ft."
10490_16_22,B,Mid1:OPN,"Trees are established but typically short and widely spaced. Grasses and herbs are sparse in shallow, rocky soils. On deeper-soil ed sites , grasses and shrubs are prevalent. Another indicator species might be CEMO2."
10490_16_22,C,Late1:CLS,"Mature trees. On shallow, rocky sites , trees dominate the site with sparse shrub-grass understory. On deeper-soil ed sites , mature trees are co-dominant with shrub-grass understory with an increasing component of younger age class limber pine and juniper that will shade out shrubs and eventually leave a woodland site dominated by pine or pine-juniper overstory and grass understory. It is possible that limber pine might not occur in this stage in some areas."
10490_19_20_21_23_28_29,A,Early1:ALL,"Seedling tend to establish in protected sites, shelter of rocks, little grass or herb competition."
10490_19_20_21_23_28_29,B,Mid1:OPN,Trees are established. Grasses and herbs are sparse in gravelly rocky soils.
10490_19_20_21_23_28_29,C,Late1:CLS,"Mature trees, little grass and herbs on ground. Often little grass or herb cover."
10500_16_23_28,A,Early1:ALL,"Stand initiation: g rasses, forbs, low shrubs , and lodgepole seedlings-saplings. If aspen is present, it grows faster and dominates lodgepole during this stage only. Aspen can be up to 3 meters in height and 10-90% canopy cover. Cover of trees (seedlings-saplings) varies widely."
10500_16_23_28,B,Mid1:CLS,"Stem exclusion: m oderate to dense pole-sized trees, sometimes very dense (dog-hair). Aspen usually not present. Competition may m aintain the dog-hair condition ."
10500_16_23_28,C,Late1:CLS,"Many mature lodgepole pine, somewhat patchy, variety of lodgepole size classes, open canopies overall but patches of denser trees."
10500_18,A,Early1:ALL,"Grasses, forbs, low shrubs and lodgepole seedlings-sapl ings. If aspen is present, it grows faster and dominates lodgepole during this stage only. Cover of trees (seedlings-saplings) varies widely."
10500_18,B,Mid1:CLS,"Moderate to dense pole-sized trees, sometimes very dense (dog-hair). Aspen usually not present."
10500_18,C,Late1:CLS,"Many mature lodgepole pine, somewhat patchy, variety of lodgepole size classes, open canopies over all but patches of denser trees."
10500_22,A,Early1:ALL,"Grasses, forbs, low shrubs and lodgepole seedlings-saplings. If aspen is present, it grows faster and dominates lodgepole during this stage only. Cover of trees (seedlings-saplings) varies widely. This could be considered a grass stage unless there is a lodgepole seed source nearby (MZ21 reviewers)."
